ID,ierc_1a,ierc_1b,ierc_2,ierc_3,ierc_3_3_text,ierc_4,ierc_5,ierc_6,iris_1,iris_2,iris_3,iris_4,iris_5,iris_6,iris_7,iris_8,iris_9,iris_10,iris_11,iris_12,iris_13,iris_14,iris_15,iris_16,iris_17,iris_18,iris_19,iris_20,iris_21,iris_22,iris_23,iris_24,iris_25,iris_26,iris_27,iris_28,ier_eff1,ier_eff2,ier_eff3,ier_eff5,ier_eff6,ppass_1,ppass_2,ppass_3,ppass_4,ppass_5,ppass_6,ppass_7,ppass_8,ppass_9,ppass_10,ppass_11,ppass_12,ppass_13,ppass_14,ppass_15,ppass_16,ppass_17,ppass_18,ppass_19,ppass_20,ppass_21,ppass_22,ppass_23,ppass_24,sdt_1,sdt_2,sdt_3,sdt_4,sdt_5,sdt_6,sdt_7,sdt_8,sdt_9,sdt_10,sdt_11,sdt_12,sdt_13,sdt_14,sdt_15,sdt_16,sdt_17,sdt_18,sdt_19,sdt_20,sdt_21,sdt_22,sdt_23,sdt_24,bnsr_1,bnsr_2,bnsr_3,bnsr_4,bnsr_5,bnsr_6,bnsr_7,bnsr_8,bnsr_9,cerq_1,cerq_2,cerq_3,cerq_4,cerq_5,cerq_6,cerq_7,cerq_8,cerq_9,cerq_10,cerq_11,cerq_12,cerq_13,cerq_14,cerq_15,cerq_16,cerq_17,cerq_18,ders_1,ders_2,ders_3,ders_4,ders_5,ders_6,ders_7,ders_8,ders_9,ders_10,ders_11,ders_12,ders_13,ders_14,ders_15,ders_16,ders_17,ders_18,ders_19,ders_20,ders_21,ders_22,ders_23,ders_24,ders_25,ders_26,ders_27,ders_28,ders_29,ders_30,ders_31,ders_32,ders_33,ders_34,ders_35,ders_36,age#1_1,age#2_1,age#3_1,gender,gender_5_text,s_orientation,s_orientation_6_text,relationship,race,home,home_3_text,home_who,home_who_9_text,dependent,first_gen,income,iris_r,iris_h,iris_cs,iris_pp,ppass_limits,ppass_reason,ppass_aware,ppass_threat,ppass_guilt,ppass_perform
8099,"I have failed driving tests twice. I have a driver's license in China for over two years. When I was preparing to get my California driver's license, I thought I would pass the test with ease. But it backfired and I didn't pass the driving test. Therefore, I was upset.",I would say I was anxious.,"My parents also cared about my driver's license and asked about my condition. I told them I failed twice and was full of anxiety and worry about the upcoming exam. After my parents figured out my situation, they began to analyze the reasons for the failure. They believe that different environments create different habits.",3,Both my parents,Only my parents,2,2,8,9,1,9,8,7,1,9,8,1,8,9,7,7,8,8,9,1,8,6,5,5,6,5,7,3,8,8,7,6,7,6,6,5,5,3,5,4,3,7,5,6,3,4,4,5,3,4,4,5,3,5,4,5,4,5,5,4,3,4,2,3,3,3,3,4,2,3,3,3,4,3,2,2,4,2,3,3,3,2,4,5,4,7,5,4,3,4,3,4,3,3,3,2,2,3,3,2,3,3,2,3,3,4,3,4,4,1,3,4,2,3,3,4,3,4,3,4,2,3,3,3,2,2,3,5,2,3,2,3,4,3,4,4,3,3,4,3,4,2,2,3,4,3,4,16,102,1,NA,1,NA,1,1,2,NA,6,NA,1,2,8,84,19,58,18,18,21,21,14,15,17
8100,"I was upset because I felt that they were forcing me to do things that I didn't necessarily want to do. For example, what to do with my future and where to go as a career. I had an idea but it felt like they were forcing me in some ways to reconsider what I wanted to do.",I felt frustrated and disappointed since what I wanted to go into as a career they thought wasn't the best option.,"They chose to then go about talking nicely and also told me that I shouldn't feel frustrated and to calm down. Them telling me to calm down made me a bit more frustrated at first, but then I realized that I was overreacting and shouldn't have responded to them the way that I did.",2,NA,Mother and Siblings,3,2,6,9,4,7,8,8,1,6,5,4,5,4,4,6,6,4,6,3,4,3,3,3,4,1,5,6,5,7,5,3,4,4,5,6,5,4,3,3,3,5,6,5,4,3,2,4,4,4,5,3,2,6,2,2,3,5,5,3,2,3,4,2,5,3,3,4,2,4,4,4,5,3,4,2,4,3,4,3,2,3,4,4,3,5,4,3,4,3,4,4,4,4,5,5,4,2,2,3,3,1,2,3,2,4,4,3,3,2,3,4,3,3,2,4,3,3,2,3,4,4,3,2,2,3,2,3,2,3,4,4,4,3,4,3,2,3,4,3,3,2,2,3,2,2,1,21,103,1,NA,1,NA,1,1,2,NA,6,NA,1,2,7,63,25,41,8,19,21,19,14,9,12
8101,"Some time in early 2021, my grandfather, who kind of lives with us, suddenly got very ill and was taken to the ER for heart problems while I was doing online classes, so I was not aware until a little later. Towards the end of the year in October, we found out that he only had a few weeks left to live. We had to decide to either keep him in the hospital or have him home with a 24 hour nurse. We chose the latter. It wasn't until the last 2 weeks in November that it really started to hit us that he was actively dying and he passed the Sunday before Thanksgiving.","I was sad and scared. I couldn't control my crying. While I wasn't the closest to my grandfather, I still loved him and he was my mother's biological father. I wanted to be the one comforting, not crying.","This was the first time I kind of received some emotional support from my parent, and it was the first time I went to her for any emotional support. She told me that there's nothing we can do about it, so we shouldn't be too upset. For the first time, I wanted a hug from her and my family. Normally, I dislike hugs, but the hug helped a lot this time around.",1,NA,My siblings.,1,1,1,3,1,5,6,5,1,1,1,5,6,3,9,4,1,6,9,1,1,1,1,1,3,7,5,7,7,1,6,4,4,4,4,3,1,2,1,7,5,2,3,3,5,7,5,1,1,3,2,7,5,3,5,6,7,3,2,1,5,1,5,1,5,2,5,1,3,1,5,2,5,1,5,2,5,1,5,1,4,2,5,2,1,2,1,2,6,1,1,6,3,4,2,5,2,5,2,1,4,1,1,4,3,3,1,4,4,1,2,2,3,4,3,1,2,2,3,4,3,4,5,1,3,2,1,5,1,2,4,2,4,5,5,5,1,2,5,4,4,1,4,2,3,4,8,25,104,3,NA,2,NA,1,1,3,"Live with parent sometimes, live with roommates.",146,NA,1,1,2,47,19,22,14,8,10,7,15,21,28
8102,I did poorly in my first quarter of college. My dad in particular wasn't too happy about it.,I was feeling sad and angry.,My mother was being very nice about it and was just trying to get me to move on. She gave me reasons not to worry too much about one quarter at college.,1,NA,Just my mother.,1,2,6,8,7,8,7,6,2,7,8,3,6,8,5,6,9,7,6,6,7,4,6,5,6,7,6,7,8,7,6,6,5,6,5,6,5,7,5,6,5,6,6,5,5,5,5,6,5,6,4,4,4,6,4,5,3,5,4,4,2,4,2,3,3,4,4,4,2,4,4,5,4,4,2,3,2,4,3,3,2,4,4,5,5,6,4,3,3,5,5,5,4,4,3,5,4,3,2,3,4,1,4,4,5,4,4,5,3,1,2,4,4,2,2,2,3,4,2,3,3,4,4,2,3,1,3,4,2,1,4,3,2,2,3,4,2,1,2,3,2,2,3,2,3,3,4,19,104,1,NA,1,NA,1,15,1,NA,123,NA,1,2,7,68,35,55,20,22,21,20,22,19,18
8103,I was upset because my brother was going through some things and he was relying on me and I did not know how to help him.,"I was feeling very scared and anxious, I felt like I was under a lot of pressure to take care of my brother and be there for him.",I talked to my mom on the phone because I am away at school so I can't see her in person. She said to just continue checking up on him and communicating with her so I didn't feel like all the pressure was on me. She said to ask God for guidance and that she would pray for me.,1,NA,father,2,2,6,7,1,9,6,8,1,9,5,1,9,6,6,9,5,1,9,1,5,1,1,5,1,1,9,1,6,9,6,5,6,5,5,5,5,5,3,1,2,5,5,3,4,5,1,2,6,5,1,7,3,1,5,2,5,1,4,4,3,5,1,4,2,4,2,5,1,3,3,3,3,5,1,3,2,2,2,2,1,3,3,7,7,7,3,5,3,5,5,5,2,4,5,4,4,2,2,2,2,1,2,2,2,3,4,2,2,1,3,4,1,2,2,3,4,3,2,3,1,4,4,1,4,4,3,2,1,2,3,3,2,4,3,2,2,2,3,3,2,1,2,3,3,2,1,17,104,1,NA,1,NA,2,3,2,NA,6,NA,1,1,2,88,7,40,3,19,10,12,19,8,18
8104,Because I received a grade that I was not satisfy with on a test.,I felt disappointed and sad,I told them about it and how much it affected my grades.,2,NA,My mother,1,2,4,7,3,6,5,6,6,5,7,6,5,6,7,6,8,7,6,8,6,8,7,7,7,8,8,8,7,6,7,6,6,7,7,6,7,1,5,1,1,6,5,5,1,5,1,4,5,1,6,5,1,6,1,1,7,7,5,4,5,4,1,4,2,3,2,4,2,4,3,4,2,3,4,4,4,4,2,4,2,4,2,6,7,7,1,4,3,6,6,2,4,4,4,4,5,3,4,2,4,2,3,5,4,3,4,2,4,2,2,3,2,4,4,3,2,4,3,2,3,2,3,1,2,4,2,4,3,3,5,2,4,4,5,4,2,3,3,4,4,1,4,4,4,3,10,11,103,1,NA,1,NA,2,1,1,NA,12,NA,1,1,2,66,46,46,22,21,25,21,4,4,18
8105,Upset about school and whether I would be something or suceed.,Anxious as I wasn't sure what would happen.,Father told me regardless of outcome I will be ok and there's always a chance and opportunity .,2,NA,noone,1,2,5,7,3,7,8,8,1,6,7,1,7,7,5,7,7,7,7,1,8,5,7,7,5,5,7,4,6,7,7,7,7,7,7,6,6,2,5,2,2,5,5,5,2,2,1,5,5,3,5,2,1,5,2,1,3,5,5,4,3,5,3,4,2,5,3,4,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,5,5,6,3,6,3,6,6,3,3,5,4,2,3,4,3,4,2,2,3,5,3,3,4,4,2,2,2,4,2,2,2,4,2,4,3,4,4,4,4,2,2,2,4,4,2,2,4,4,4,2,4,4,2,2,4,2,1,2,4,4,3,3,12,8,103,1,NA,1,NA,1,3,2,NA,6,NA,1,2,3,73,20,50,19,21,21,20,9,5,9
8106,disagreements w mom,frustrated,sympathized,1,NA,n/a,1,2,5,5,3,5,5,6,2,6,6,4,6,4,3,5,5,5,5,3,4,3,5,6,3,4,5,3,4,4,4,4,4,4,4,3,3,4,3,3,3,4,5,3,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,4,4,4,4,3,4,2,2,3,2,1,1,3,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,3,103,2,NA,1,NA,2,1,1,NA,1,NA,1,2,6,56,21,33,14,14,14,14,15,13,14
8107,"During the summer of my graduating year, the pandemic was at its peak. I was struggling with my self-image and my relationships with the people around me. I relied heavily on certain drugs to help cope with these intrusive thoughts.",I was depressed and sad all the time. I was lethargic.,"My parents had a long conversation with me when they caught me indulging in these coping mechanisms. They went ballistic, but soon after I spewed my emotions and broke down they were heartbroken and supportive of me. They comforted me and restated how they would be by my side no matter what.",3,Both,N/A,1,2,9,6,7,9,9,7,1,9,9,3,7,6,2,9,9,9,5,4,8,9,9,9,4,9,9,3,4,9,6,6,7,7,5,7,3,5,6,5,3,7,7,4,4,6,4,2,6,4,5,3,2,3,2,2,3,1,3,4,2,3,4,2,5,2,3,5,2,3,5,4,3,3,2,2,5,1,2,3,3,2,5,3,4,6,5,3,5,4,3,5,4,4,3,5,4,3,5,5,2,3,2,5,5,3,3,4,4,2,1,2,4,5,5,2,2,3,4,4,2,4,5,3,4,4,5,3,3,4,2,5,1,4,2,2,2,2,2,3,1,2,3,2,2,2,5,11,103,1,NA,1,NA,1,1,2,NA,6,NA,1,2,3,84,31,51,27,26,11,17,15,11,17
8108,I was going through a rough time with my boyfriend and it went on for awhile.,I was sad and upset.,"My mom told me to stay calm and to just ""Let him be"". She told me not to be chasing no man and to focus on me. She had also said if he really loves me he'd come back to fix our problems together.",1,NA,Just my mom,1,2,9,9,1,9,9,9,1,9,9,1,9,9,6,9,9,9,9,1,9,1,9,9,1,9,9,1,9,9,7,7,7,7,7,7,7,1,7,1,1,7,7,7,1,1,1,7,7,1,7,3,1,7,1,1,5,7,7,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,7,7,7,1,7,1,7,7,1,5,4,5,2,4,2,1,5,5,2,5,5,2,1,4,2,5,2,5,5,2,1,1,4,5,5,1,5,1,1,5,1,3,5,5,5,1,3,1,5,3,5,1,4,1,1,1,1,3,1,5,2,5,2,8,17,104,2,NA,1,NA,2,34,1,NA,16,NA,1,1,4,96,7,63,27,28,28,28,4,4,10
8109,I got diagnosed with diabetes,"worried, sad, scared, out of control","I was really worried and scared when I had to take insulin because needles scare me, My dad took one of the insulin needles and poked himself over and over to show me that it doesn't hurt and he was crying because he was worried about me",2,NA,no one,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,6,9,9,1,9,9,1,1,9,7,4,7,7,7,5,7,7,7,4,3,7,7,5,3,2,1,6,6,2,6,1,2,6,1,2,2,3,6,4,1,5,2,1,4,3,1,5,1,4,4,3,4,5,2,3,4,5,3,5,2,3,3,5,7,7,1,6,1,5,6,1,4,4,4,1,2,3,5,4,2,2,3,1,5,1,3,5,2,1,5,5,2,1,1,5,5,5,1,5,1,1,5,1,1,1,3,3,1,1,1,5,1,4,1,3,1,1,1,1,1,1,3,1,1,1,8,27,103,2,NA,1,NA,2,6,2,NA,6,NA,1,1,3,99,28,55,27,25,21,25,13,8,9
8110,"One of the significant times I got emotional support from my parents was when I was going through my first breakup in Highschool. All the emotions and lost feelings I felt were new for me, so I didn't know how to react or overcome the feeling of breaking up with someone I loved.",I felt very sad and depressed,"I didn't interact with other people for months because I needed my alone time. However, my parents were the ones that helped me get out of my room and let me see that there are more incredible things I can accomplish than being sad about a boy.",2,NA,Mother,1,2,7,8,6,7,8,8,6,8,7,4,5,7,5,7,8,8,6,4,6,4,8,5,7,7,7,5,7,8,6,5,6,6,5,6,5,3,4,5,4,4,6,5,2,4,2,5,5,4,5,5,4,5,2,3,3,4,5,3,3,4,2,2,4,4,3,3,2,2,4,3,4,3,2,3,4,2,3,4,3,2,4,4,3,5,4,4,2,5,5,3,4,3,2,4,4,3,4,2,4,1,2,3,4,4,3,2,3,2,3,3,4,4,3,3,2,3,4,4,2,2,4,4,3,4,2,4,4,2,4,2,4,2,4,4,4,3,4,4,3,2,4,4,2,3,10,22,103,2,NA,1,NA,1,1,2,NA,6,NA,1,2,4,73,36,51,23,21,19,19,11,13,17
8111,I was upset because I was having a hard time with school. I needed reassurance from loved ones,Sad and Anxious,My mother was just saying to pray and that I am almost done with this quarter. She was basically telling me to push through.,1,NA,n/a,2,1,6,5,4,4,1,7,1,3,5,4,5,1,4,5,1,1,4,1,1,1,1,3,1,1,1,1,1,5,4,4,4,4,4,4,3,5,2,6,6,4,4,2,5,4,5,2,4,5,2,4,5,5,5,5,4,2,2,3,3,3,3,3,3,3,3,4,2,3,2,4,4,4,1,4,3,4,1,4,1,3,4,2,3,4,5,3,6,4,2,5,3,4,4,2,4,3,4,4,4,3,2,2,2,1,4,4,3,3,3,3,2,1,3,4,4,5,3,3,2,2,3,2,1,3,3,4,4,3,3,3,3,3,3,4,2,2,3,3,1,3,3,3,3,4,5,3,104,2,NA,1,NA,2,1,2,NA,6,NA,1,1,4,47,13,15,3,14,12,10,20,21,18
8112,I was upset about school because I had no control over whether or not a faculty member replied to me regarding a project which would determine if I would pass or fail the course.,I was stressed out and anxious.,My mother calmed me down by telling me not to worry about it and that it was out of my hands. She also said many comforting words to make me less anxious.,1,NA,Nobody.,2,1,4,9,5,7,6,6,1,6,1,1,7,5,6,6,6,6,7,1,1,3,6,6,3,1,5,1,5,5,6,4,4,5,4,5,5,1,4,1,5,5,6,4,3,5,3,4,4,3,4,3,2,4,3,3,2,3,5,4,2,4,1,5,2,3,2,4,1,4,3,4,2,4,3,4,2,2,3,4,2,4,2,6,5,7,4,6,4,5,6,3,2,2,3,2,4,2,2,3,1,2,1,2,2,2,2,2,1,2,4,4,2,2,2,4,4,4,2,4,2,1,4,3,1,2,3,4,3,3,1,2,2,2,2,3,3,2,2,1,1,3,3,3,2,2,3,27,101,1,NA,1,NA,2,1,2,NA,6,NA,1,2,8,65,15,33,13,19,16,18,10,13,11
8113,"I was upset because my dad was always telling me what to do all my life and after being treated like a dog, I told him he was able to do it himself.",I was feeling annoyed and used.,"He did not want to understand my feelings, instead twisted my words around.",1,NA,no one else,1,2,7,9,7,9,1,1,1,9,9,8,1,3,1,1,1,1,1,3,1,1,9,1,9,1,1,4,7,3,4,3,5,5,3,7,7,1,4,5,6,4,7,2,4,7,3,1,3,7,5,5,6,6,2,5,3,2,2,3,5,3,3,3,4,2,4,4,4,5,4,4,3,4,1,5,3,5,4,5,1,4,2,1,5,5,2,1,7,1,1,7,5,5,5,2,5,5,4,1,4,5,1,1,2,5,4,4,2,2,2,1,5,5,5,1,2,1,5,5,5,5,5,5,4,5,5,5,4,2,4,5,5,2,2,5,2,2,2,1,1,2,2,5,2,5,3,23,104,2,NA,1,NA,1,1,2,NA,6,NA,2,2,5,35,33,31,11,21,17,12,14,20,20
8114,during my ap exams I was extremely stressed out. I kept worrying about failing and it even came to the point in which I was really upset that on the practice exam I did really bad.,I was feeling frustrated and angry at myself for not doing well,"They took me out to eat and distract my mind for a little because I was overwhelmed, and they talked about how proud they were and that no matter what happens that i would do good and pass",3,both,nobody else,1,1,9,9,2,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,9,1,9,9,1,9,9,1,9,9,7,7,7,7,7,6,6,3,7,1,7,7,3,7,7,7,1,7,6,7,7,5,4,7,7,1,7,7,7,5,5,1,3,3,4,5,2,2,3,5,4,5,5,3,4,5,3,5,5,5,3,5,2,1,7,7,1,3,1,4,6,5,4,4,5,5,4,4,4,5,2,4,3,3,4,5,5,2,2,3,4,5,5,1,3,5,3,4,5,3,4,2,2,3,2,2,3,3,3,3,3,2,4,3,2,3,4,2,2,2,4,2,3,3,4,5,8,2,104,2,NA,1,NA,2,38,1,NA,1,NA,1,1,8,99,8,63,27,22,27,28,24,13,20
8115,"I was invited to go camping with my girlfriend and friend, but they canceled on me the day of saying I couldn't go because my girlfriend's parents are strict. I wish they had told me earlier that I couldn't go. I had also learned that my girlfriend would not have reception so I would not be able to text her for a day. There was a miscommunication somewhere and my girlfriend thought I was upset because she would be alone with her best friend. I was scared her and her best friend thought I didn't trust them and became nervous that my girlfriend would break up with me.","I was sad and angry, but also scared my girlfriend would break up with me.",My mom told me that the thoughts I was having were normal relationship thoughts. I had previously asked for advice from my two best friends but they have never been in relationships so they were making things worse. My mom also told me that my girlfriend would not break up with me over this one thing especially since it was all a misunderstanding.,1,NA,N/A,1,1,9,9,1,9,9,9,1,9,7,1,9,7,5,9,4,9,9,1,6,1,9,9,1,9,9,1,7,9,7,6,6,7,5,7,6,2,7,1,1,7,7,5,2,2,1,6,7,3,7,3,1,5,1,1,4,5,5,4,2,4,2,3,2,4,1,5,2,4,2,4,2,5,3,4,4,4,2,5,1,4,2,7,7,7,1,5,1,7,6,1,4,4,3,3,4,4,1,2,3,2,2,3,3,2,2,3,4,2,5,5,3,2,1,4,4,5,2,4,1,2,4,2,2,1,3,4,2,2,1,3,2,2,1,3,2,2,1,2,3,2,5,3,4,5,1,17,104,2,NA,2,NA,2,15,1,NA,123,NA,1,2,7,95,7,49,27,28,21,25,8,4,10
8116,When I broke up with my girlfriend,Sad,"She just said that you are not gonna get married to her anyways, why so sad?",1,NA,no one else,1,1,4,5,7,5,6,5,6,5,6,5,6,5,4,6,6,5,5,4,5,4,5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,4,6,6,4,6,6,7,5,7,7,7,6,7,7,6,7,7,7,6,7,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,6,7,5,3,3,3,3,4,4,3,2,4,3,3,4,4,4,3,4,5,4,4,3,3,4,3,2,3,2,3,2,3,4,2,3,3,2,3,2,3,2,2,3,3,2,4,3,2,2,3,3,3,3,2,3,3,2,6,14,104,1,NA,1,NA,1,1,1,NA,12,NA,1,2,3,53,36,37,14,23,24,27,23,24,26
8117,I felt that my mother was not listening to my side of the story and she would ignorantly yell at me for things I believed I didn't do wrong. The lack of communication and refusal to exchange rational opinions made me upset.,I felt frustrated and hopeless.,My dad had calmed me down by convincing me that nothing good was to come from arguing and talking in a more gentle tone may help get my point across. He also said I needed to listen and try to not jump on my emotions so quickly.,2,NA,n/a,1,1,3,8,2,8,8,4,4,8,8,2,5,5,7,7,6,4,7,1,6,1,6,8,3,5,6,6,7,8,5,3,5,5,5,4,3,4,5,5,3,4,5,3,4,7,2,3,4,2,3,4,3,2,2,2,3,4,3,3,4,4,1,3,5,3,2,4,2,3,4,4,3,4,1,3,4,3,2,5,2,2,4,4,4,5,4,4,3,4,4,6,5,3,2,4,4,3,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,4,4,5,2,4,4,2,4,4,1,4,2,2,2,4,4,2,2,4,4,4,2,4,2,4,4,8,11,104,2,NA,1,NA,2,1,2,NA,126,NA,1,2,8,71,19,48,15,18,12,13,12,10,19
8118,"Oftentimes I don't try to express my emotions to my parents, I just keep it to myself or sometimes tell my friends what I am feeling but never my parents. I was upset because work and school were stressing me out and it was just really changing my emotions and wasn't making me feel good.","I was sad and anxious, just nervous about my school classes and work. Worried about passing, getting good grades on my finals, and I was working a lot so I was stressing about finishing everything I had to do.","My parents just tried giving me advice, even though they didn't know what it was about. They didn't know why I was feeling bad, but they still tried helping me. They said I could come to them if I ever needed to talk or if I needed help with anything.",1,NA,No one,1,2,7,8,4,8,5,9,1,7,6,1,7,6,5,8,1,9,7,2,7,2,9,7,6,5,8,1,9,9,5,5,6,4,5,5,4,6,4,7,7,1,3,5,7,7,5,2,5,4,1,4,4,3,4,2,4,3,4,3,5,2,4,3,4,3,3,2,3,2,4,3,2,3,2,2,5,1,2,4,1,2,4,3,3,5,4,4,7,4,3,4,3,2,3,3,2,4,2,1,3,4,2,5,3,3,3,4,4,2,2,4,2,4,3,2,3,4,4,4,1,5,4,1,1,2,1,4,2,2,4,3,2,4,3,3,4,2,2,2,3,3,4,2,4,3,8,26,104,1,NA,1,NA,1,5,1,NA,123,NA,2,2,7,82,17,42,23,17,15,8,21,18,22
8119,had to cancel a plan that was planned over a month,I was sad and a little angry,My parents talked to me and tried and explain why I wasn't able to go. It helped me understand and helped me manage my emotions,1,NA,NA,1,2,3,9,3,9,9,8,5,7,8,3,6,7,5,6,5,6,5,4,5,5,4,1,4,5,3,1,4,6,5,4,5,5,5,5,5,2,4,4,2,6,5,6,3,7,2,3,6,4,4,7,2,6,3,2,6,5,4,3,4,4,3,3,4,4,3,4,3,3,3,3,2,3,2,3,3,4,3,3,4,3,2,4,4,5,3,4,4,4,4,3,4,4,4,4,4,2,2,3,4,2,3,4,4,2,4,4,4,2,4,4,3,1,1,2,5,4,1,3,2,3,4,1,1,1,3,4,1,2,1,3,1,4,2,3,1,1,2,1,1,1,1,4,2,2,5,15,104,1,NA,1,NA,1,2,2,NA,6,NA,2,1,8,59,25,47,15,20,22,17,12,8,24
8120,I didn't get on board for a club i was running  for,extremely sad,they encouraged me to try and again and take my time,1,NA,no one,1,1,9,9,5,7,7,9,1,9,9,1,9,9,6,9,9,9,9,1,9,1,9,9,9,4,9,4,9,9,7,7,7,7,7,7,5,5,3,7,1,7,7,5,5,2,1,4,5,2,4,1,1,6,3,1,1,6,4,2,3,3,4,2,3,1,3,2,3,4,2,3,4,2,5,4,2,2,4,4,2,2,3,3,5,7,4,2,5,4,3,5,2,4,2,2,4,2,3,4,4,3,3,4,2,3,4,3,3,2,3,5,2,3,4,2,3,4,2,3,3,2,3,4,4,2,4,4,3,2,3,3,4,4,4,3,4,2,2,3,4,3,3,2,3,4,4,25,104,1,NA,1,NA,1,1,1,NA,1249,grandma,1,2,7,94,22,61,22,22,22,19,15,4,11
8121,Feeling stressed in starting to find housing or apartment for next school year.,Anxious in finding listings available near campus but also more affordable.,Helping me look online for listing available as well as saying that they will contact the apartment for me.,1,NA,Just mother.,1,2,8,7,6,8,6,8,3,8,8,3,6,8,7,7,6,4,5,1,6,3,5,3,3,6,7,2,6,8,6,7,5,6,6,7,7,3,6,2,2,6,5,6,2,3,2,6,5,2,6,4,2,5,2,2,5,5,6,5,4,4,2,3,2,3,2,4,2,3,2,3,3,4,2,2,4,3,3,4,3,4,2,7,6,6,2,6,1,6,6,2,4,4,3,2,4,4,2,4,2,2,3,3,4,2,3,3,2,2,2,3,3,2,3,3,2,2,2,1,2,4,3,2,2,3,3,2,2,3,2,4,2,4,2,3,1,2,2,2,2,1,2,2,3,2,5,16,104,1,NA,1,NA,1,1,3,Go back to visit every weekend,12,NA,1,2,5,75,21,47,15,23,23,24,9,8,14
8122,Because my opinion felt ignored.,Anxious,They would normally ask me what happened and why I was acting like that.,2,NA,Mother,1,2,6,6,6,5,5,5,4,5,5,5,5,4,4,5,4,5,4,2,4,4,4,3,5,4,5,3,5,6,4,4,4,5,5,4,3,3,3,3,3,4,5,4,3,5,3,4,4,3,4,4,4,3,2,3,3,4,4,2,4,4,2,3,2,3,4,4,2,3,2,3,3,4,3,3,2,3,3,4,2,3,3,5,4,5,4,5,3,5,5,4,2,4,4,3,2,2,3,3,2,3,3,3,3,2,3,2,2,2,4,4,2,3,3,3,3,3,2,3,3,3,3,2,4,2,3,2,2,4,3,2,2,2,2,3,3,3,3,2,2,2,3,2,3,2,4,9,104,2,NA,1,NA,1,34,1,NA,124,NA,1,2,7,53,29,33,13,16,14,16,11,13,15
8123,My girlfriend at the time had committed suicide,"Sad, Angry and anxious",They provided therapy and interpersonal counselling,1,NA,NA,1,1,5,6,3,4,3,6,3,5,3,8,3,5,2,5,3,7,4,6,4,7,6,6,5,7,6,5,5,8,6,5,4,6,5,5,4,6,5,5,4,4,5,5,4,5,5,5,5,4,6,5,5,4,5,4,5,5,5,3,4,3,4,4,4,3,3,3,4,4,3,4,3,3,4,4,3,2,4,4,4,3,2,5,6,5,4,5,5,6,6,5,3,4,3,5,4,3,2,3,3,4,3,5,3,4,3,4,4,3,4,4,3,4,3,5,4,4,2,4,3,4,5,4,4,4,3,4,5,4,4,3,5,4,4,3,5,4,4,4,5,4,3,4,3,5,8,21,102,1,NA,1,NA,1,6,2,NA,67,NA,1,1,1,54,37,29,20,20,18,20,19,18,20
8124,I was not sure of what I wanted to do in the future.,"Scared, sad, anxious",They told me that I should do what I feel is best for myself and how I feel.,1,NA,Father,3,1,6,7,1,9,8,6,1,8,6,1,8,8,8,8,6,6,8,1,1,5,8,9,1,5,8,1,8,9,7,6,7,6,7,6,5,3,6,2,2,6,5,4,2,3,2,4,5,3,4,2,2,5,2,2,3,5,3,4,3,4,2,4,2,2,3,4,3,4,2,2,3,4,2,4,3,4,2,4,2,4,2,7,6,7,2,6,2,6,6,2,2,2,3,2,4,2,3,3,1,2,2,3,2,2,4,2,2,2,3,2,2,3,3,2,3,4,2,3,2,2,1,1,1,1,4,2,1,4,2,4,2,4,2,1,1,1,2,1,1,1,1,2,1,1,9,15,103,1,NA,1,NA,1,1,2,NA,6,NA,1,1,8,87,11,44,19,22,19,17,10,8,10
8125,Car was broke down and auto shops kept sending me all over the place.,Extremely angry and annoyed,Told me it was going to be fine and provided financial support for repairs to ease the stress,1,NA,No one,2,2,2,7,1,6,7,7,1,8,9,3,5,7,6,7,7,3,7,1,5,6,1,6,2,1,6,4,2,8,5,5,5,4,4,4,3,6,3,5,4,4,6,6,2,2,1,4,7,2,4,3,3,5,2,2,3,5,3,4,2,3,2,4,2,2,2,3,2,3,2,2,4,3,2,3,4,3,3,2,2,4,4,5,6,7,1,7,1,6,6,3,2,4,1,2,2,3,1,2,4,3,1,3,1,2,2,3,3,3,4,3,3,1,2,2,4,2,1,5,1,1,5,5,4,2,5,5,5,1,1,2,3,2,2,5,4,4,4,2,3,4,5,1,3,4,7,27,101,1,NA,1,NA,1,2,2,NA,6,NA,1,1,7,68,18,44,5,20,19,15,12,10,13
