StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ierc_1a,ierc_1b,ierc_2,ierc_3,ierc_3_3_TEXT,ierc_4,ierc_5,ierc_6,IRIS_1,IRIS_2,IRIS_3,IRIS_4,IRIS_5,IRIS_6,IRIS_7,IRIS_8,IRIS_9,IRIS_10,IRIS_11,IRIS_12,IRIS_13,IRIS_14,IRIS_15,IRIS_16,IRIS_17,IRIS_18,IRIS_19,IRIS_20,IRIS_21,IRIS_22,IRIS_23,IRIS_24,IRIS_25,IRIS_26,IRIS_27,IRIS_28,ier_eff1,ier_eff2,ier_eff3,ier_eff5,ier_eff6,PPASS_1,PPASS_2,PPASS_3,PPASS_4,PPASS_5,PPASS_6,PPASS_7,PPASS_8,PPASS_9,PPASS_10,PPASS_11,PPASS_12,PPASS_13,PPASS_14,PPASS_15,PPASS_16,PPASS_17,PPASS_18,PPASS_19,PPASS_20,PPASS_21,PPASS_22,PPASS_23,PPASS_24,SDT_1,SDT_2,SDT_3,SDT_4,SDT_5,SDT_6,SDT_7,SDT_8,SDT_9,SDT_10,SDT_11,SDT_12,SDT_13,SDT_14,SDT_15,SDT_16,SDT_17,SDT_18,SDT_19,SDT_20,SDT_21,SDT_22,SDT_23,SDT_24,BNSR_1,BNSR_2,BNSR_3,BNSR_4,BNSR_5,BNSR_6,BNSR_7,BNSR_8,BNSR_9,CERQ_1,CERQ_2,CERQ_3,CERQ_4,CERQ_5,CERQ_6,CERQ_7,CERQ_8,CERQ_9,CERQ_10,CERQ_11,CERQ_12,CERQ_13,CERQ_14,CERQ_15,CERQ_16,CERQ_17,CERQ_18,DERS_1,DERS_2,DERS_3,DERS_4,DERS_5,DERS_6,DERS_7,DERS_8,DERS_9,DERS_10,DERS_11,DERS_12,DERS_13,DERS_14,DERS_15,DERS_16,DERS_17,DERS_18,DERS_19,DERS_20,DERS_21,DERS_22,DERS_23,DERS_24,DERS_25,DERS_26,DERS_27,DERS_28,DERS_29,DERS_30,DERS_31,DERS_32,DERS_33,DERS_34,DERS_35,DERS_36,age#1_1,age#2_1,age#3_1,gender,gender_5_TEXT,s_orientation,s_orientation_6_TEXT,relationship,race,home,home_3_TEXT,home_who,home_who_9_TEXT,dependent,first_gen,income,id
3/7/22 15:22,3/7/22 15:48,0,100,1560,1,3/7/22 15:48,R_2ZVKPIdkzhutX9q,anonymous,EN,"I was feeling upset because growing up, my father was constantly bringing negative energy into our home. Recently he got into a situation that upset him and he was taking his anger out on our family.",I was feeling sad and annoyed. ,My mom and I had a talk about my dad's behavior and we expressed how it made both of us feel. We also were coming up with solutions to the problem and we agreed that we should have a talk with him and convince him to go to therapy so he can handle his emotions better. It made me feel better because we usually just ignore it and allow my dad to behave this way. ,1,9999,no one,1,2,9,7,1,7,9,9,1,9,7,1,9,9,9,9,9,9,9,1,6,5,9,9,1,9,9,1,4,9,6,4,7,6,6,5,5,6,7,4,1,7,7,6,5,1,1,5,7,2,7,1,2,7,1,1,1,6,6,5,4,5,1,5,2,4,1,5,2,5,1,4,1,5,3,5,2,5,1,4,4,4,1,7,7,7,1,7,1,7,6,1,4,4,5,2,5,2,4,5,2,2,4,4,4,1,5,4,1,1,2,5,1,1,5,5,4,5,5,5,3,4,4,1,1,1,5,4,1,2,2,5,1,5,1,2,1,1,1,1,1,1,1,4,1,3,8,22,104,2,9999,1,9999,1,3,2,9999,6,9999,1,1,3,57995
3/7/22 15:52,3/7/22 16:50,0,100,3520,1,3/7/22 16:51,R_2EuikxTDwCEqTHd,anonymous,EN,"When two of my family members passed away, I was deeply saddened by this. ","I was sad and anxious on how I would feel for the rest of the month. I think when I get upset over something, it stays with me for a while until I can accept it.",My parent helped comforting me by telling me it was not the end of seeing them. I felt reassured especially at a young age.,2,9999,"My siblings, uncles and aunts, friends",1,1,5,7,3,9,8,6,1,8,9,1,9,7,9,9,7,9,9,4,5,1,8,6,2,9,7,1,6,9,6,5,7,6,5,4,3,3,6,5,2,5,5,6,1,6,2,4,6,2,5,6,2,5,1,2,4,4,5,3,3,5,2,5,4,5,3,5,2,3,4,5,3,5,3,3,4,4,3,4,3,3,4,4,4,7,3,5,4,5,5,4,3,4,4,4,5,4,4,4,3,2,5,5,2,4,4,2,4,3,4,4,4,3,4,4,3,4,4,4,4,3,3,2,4,4,3,3,3,4,3,3,2,4,3,3,4,4,3,3,3,2,4,3,3,4,3,10,103,2,9999,1,9999,1,1,1,9999,"2,3,4",9999,1,2,5,57433
3/7/22 17:23,3/7/22 17:32,0,100,547,1,3/7/22 17:32,R_YXfBZsoWMSCvRAZ,anonymous,EN,I was upset because I wasn't being understood and was overthinking about irritational situations.,"I was feeling upset, angry, and anxious.",My parents try to calm me down and advise me what to do and what not to do in that situation. They try to explain that everything's okay and that things will get better/resolve itself.,2,9999,9999,1,2,4,7,7,8,5,6,2,5,6,7,5,5,5,6,7,6,5,6,5,5,7,4,8,3,3,7,5,5,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,6,5,2,3,3,5,6,5,5,5,5,3,3,2,3,4,3,2,4,3,4,3,4,3,4,4,4,3,4,2,4,4,3,3,4,2,3,4,4,4,5,4,4,4,4,4,4,5,4,3,2,5,4,3,3,4,2,2,5,4,3,3,3,4,3,4,4,3,3,3,4,3,4,2,4,2,2,3,4,3,4,4,4,3,3,3,4,1,4,3,4,4,4,4,4,4,3,4,2,2,3,10,10,103,2,9999,2,9999,2,1,2,9999,6,9999,1,2,7,57839
3/7/22 18:17,3/7/22 18:37,0,100,1211,1,3/7/22 18:37,R_PHhcZM71PpEOUuZ,anonymous,EN,the reason why i was upset was because my grandma passed away.,"i was very sad, angry, scared, anxious, in disbelief and traumatized","my parents where their trying to cheer me up because i was really close to my grandma. my parents tried to find outside resources, trying to help coupe with the stages of grief,etc",1,9999,my brother ,1,2,8,8,1,7,8,8,1,9,9,1,9,6,9,9,9,9,9,9,6,4,9,9,1,9,9,1,5,9,3,6,6,7,6,5,6,2,3,5,2,4,4,4,4,4,4,4,4,2,5,6,2,6,2,4,2,6,6,4,3,3,3,3,4,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,2,4,2,6,4,4,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,3,2,2,2,2,5,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,26,101,1,9999,1,9999,2,3,2,9999,6,9999,1,1,8,57475
3/7/22 18:17,3/7/22 18:39,0,100,1325,1,3/7/22 18:39,R_1QfGseDajnLgWm6,anonymous,EN,"Not too long ago, I didn't do well on a test that I studied for day and night. I was 5 points away from passing. The cause of that was a domino effect and it changed everything. I needed to do well, however, I didn't. ","I felt frustrated at myself because if I would have studied more, I would have gotten a high score. I felt sad because that day everything wasn't working out for me, so this was just adding on to more problems. I broke down and started crying. ","My mother came into my room and consulted me by giving me a hug and telling me that everything will be okay. She told me that if something didn't work out for me to not give up, she told me to choose a different path. She adds on to that by telling me a joke that makes me laugh again and keeps me company for the whole night and that gave me the support I needed to not give up because of a minor problem, but instead to look around the problem and chose a different way.",1,9999,no one,1,2,9,9,1,8,9,9,1,8,9,1,9,9,8,9,9,9,9,1,9,1,9,9,1,9,9,1,9,9,7,7,7,6,6,7,4,1,4,4,4,7,4,5,1,7,1,4,7,1,6,4,3,5,1,3,4,4,4,4,3,2,2,3,3,3,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,6,6,6,1,6,1,6,1,1,2,2,4,2,3,3,3,5,4,1,3,4,4,2,3,4,1,1,3,3,5,4,4,3,3,3,4,3,4,3,4,1,1,2,2,2,1,2,2,2,4,5,2,3,1,3,1,3,3,1,1,3,3,3,9,4,104,2,9999,1,9999,1,3,1,9999,1,9999,1,1,3,58087
3/7/22 19:01,3/7/22 19:32,0,100,1841,1,3/7/22 19:32,R_234dOOVtfZ68kAk,anonymous,EN,I felt like I was under a lot of pressure and I felt like my parents didn't really care.,I was feeling honestly depressed. ,Once my mother noticed what was going on she started to make effort to amends things by offering me consolation. ,1,9999,Siblings,1,2,7,3,6,5,3,8,1,6,4,4,6,3,6,7,5,7,3,1,3,1,1,5,3,6,4,1,2,6,5,4,6,5,5,5,5,3,5,4,4,4,4,4,5,4,3,3,5,4,4,5,3,3,4,4,4,4,4,4,3,3,2,4,1,4,2,4,2,5,2,4,2,4,1,4,2,4,2,4,2,4,1,3,6,4,4,4,3,5,5,4,3,2,4,2,3,1,2,4,2,2,2,4,2,2,4,2,2,1,4,4,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,4,2,1,1,1,2,1,2,1,1,2,2,1,3,13,103,1,9999,1,9999,1,3,2,9999,6,9999,1,1,3,57524
3/7/22 19:03,3/7/22 20:07,0,100,3890,1,3/7/22 20:07,R_2t8Xkb8X9o87g4g,anonymous,EN,I am worried about my future and not sure if the major that I am working on right now is the right one for me.,"I was scared and sad, I also felt like I was a disappointment to my family who were counting on me.",I talked to my father about it and he told me a story of when he went through the same thing when he was my age. He told me that I should not do what ever other people want me to do and just focus on what I want.,2,9999,I was just my father.,1,2,7,9,1,9,7,9,1,9,6,1,9,6,5,9,5,9,9,1,5,3,9,9,1,9,9,1,4,9,6,5,7,5,5,5,5,1,5,3,1,6,5,4,1,4,1,6,5,2,5,4,1,5,1,1,4,4,5,4,2,4,4,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,3,4,2,4,2,5,6,7,6,5,2,6,6,2,4,4,4,5,4,4,2,3,3,2,2,4,3,3,4,3,4,2,4,4,2,3,2,4,2,4,2,4,3,3,3,2,3,4,3,4,2,2,3,2,3,2,2,4,3,2,3,3,2,2,4,3,3,3,3,12,104,1,9999,1,9999,1,6,2,9999,6,9999,1,1,3,58026
3/7/22 20:17,3/7/22 20:25,0,100,444,1,3/7/22 20:25,R_31Zu2qFQoVn4N4O,anonymous,EN,Because my mom would not let my gf sleepover.,"Mad, upset, confused",They just let me be upset.,1,9999,sister and gf,2,2,6,3,9,6,9,1,9,7,9,6,3,1,1,1,1,4,2,4,2,3,4,9,3,4,3,9,2,2,1,1,1,1,1,2,5,7,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,4,3,1,5,3,3,3,3,3,3,3,3,1,5,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,5,4,4,3,3,4,4,3,3,2,3,5,3,3,3,1,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,2,2,3,3,3,2,2,3,3,3,4,3,3,3,2,2,3,3,3,2,3,3,3,4,8,19,104,2,9999,3,9999,2,1,1,9999,6,9999,2,2,8,55914
3/7/22 20:54,3/7/22 21:19,0,100,1537,1,3/7/22 21:19,R_UsRsJT9cm9AQZTH,anonymous,EN,I was upset because I felt like school was becoming too much. ,"I was feeling sad, anxious, and upset. ","After telling my mom that school was becoming too much, she said to take small breaks to focus on my mental health. She also comforted me about and gave me hugs. ",1,9999,My younger sister was present during the emotional support. ,2,2,9,9,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,8,1,7,9,1,9,9,1,9,9,7,7,7,7,7,6,7,4,5,1,1,7,6,6,3,3,1,6,7,1,7,1,1,5,1,1,1,6,6,5,3,5,3,3,4,4,3,5,1,4,3,4,4,4,3,4,3,4,4,5,3,3,3,6,7,7,1,5,3,6,6,1,4,4,5,2,2,2,2,5,1,1,5,5,4,2,5,2,1,1,5,5,1,2,2,4,3,5,2,5,2,4,5,1,3,2,5,5,1,2,4,5,4,3,5,5,3,2,2,2,2,1,4,5,2,3,9,24,104,2,9999,1,9999,1,3,2,9999,9,Dorm,2,1,1,57340
3/7/22 21:18,3/7/22 21:39,0,100,1282,1,3/7/22 21:39,R_28ZHIZDZI5owNuW,anonymous,EN,"It was my first year of college and I really thought that I had everything figured out. Towards the beginning of the spring quarter, I started hating being in college and feeling like my major just wasn't for me. I was super emotional, stressed, and just hated logging in to Zoom every day.","I experienced a mix of sadness, anxiousness, and scaredness. ",My parent sat me down and had a heart-to-heart conversation with me. My parent is also currently in college but at a different university from me so they understand the stress of college. They just sat me down and told me that it was okay to be feeling out of it. Everyone in college goes through a bit of a slump and has to find themselves. I told them that I wanted to switch majors so they supported me but told me to really think deeply about this and just made sure that I wasn't giving up on my current major because I thought it was hard.,1,9999,Just me and my mom,1,1,6,8,1,9,5,7,1,9,6,1,8,8,6,8,8,9,9,1,6,1,9,9,3,7,8,1,6,8,6,6,4,6,5,5,4,1,6,2,1,5,4,5,3,6,1,3,5,3,5,1,1,5,2,1,3,5,5,4,2,4,1,3,2,4,1,4,1,4,2,3,1,4,1,3,2,4,1,4,1,4,1,6,6,7,1,5,1,6,6,2,2,2,3,2,3,2,2,4,1,1,2,2,4,2,3,5,1,2,4,3,2,2,2,3,4,3,2,4,2,2,3,1,2,1,3,4,1,2,2,4,1,2,2,3,1,2,1,2,2,1,2,3,2,2,8,1,103,1,9999,3,9999,1,"2,3",1,9999,"1,2,3,4",9999,1,1,6,57362
3/7/22 21:34,3/7/22 21:48,0,100,836,1,3/7/22 21:48,R_1Cr8ow01nqvdZyZ,anonymous,EN,I was upset because I was not doing very well in one of my classes.,I was sad about it.,My mom helped me by giving me advice and telling me she was still proud of me. ,1,9999,9999,2,2,1,6,2,9,8,9,1,9,9,1,9,9,6,9,9,7,9,1,8,1,1,7,1,1,9,1,8,8,6,5,4,5,5,6,5,1,6,1,2,7,7,5,2,2,2,4,5,3,6,1,1,6,1,1,1,7,6,5,2,4,3,4,2,3,2,4,1,4,2,3,1,5,1,4,2,2,3,4,1,4,1,5,5,7,1,7,6,5,4,1,5,5,4,2,4,3,1,2,4,2,1,3,2,2,2,1,2,2,4,5,2,2,2,3,3,5,2,4,2,1,3,2,2,2,4,4,3,3,2,2,1,4,2,3,2,3,2,2,2,1,4,4,3,4,7,25,104,2,9999,1,9999,1,1,1,9999,6,9999,1,2,6,57095
3/7/22 19:55,3/7/22 22:04,0,100,7737,1,3/7/22 22:04,R_1pR2wZ4SBqsapPh,anonymous,EN,I was driving back to Riverside from the Bay Area (my home) after a long weekend but the main 5 grapevine freeway was closed due to icy roads and bad weather. I tried to take 3 different detours but they got closed when I go to them due to the weather getting worse. My trip ended up taking 11 hours of driving by myself instead of the usual 6 hours. Throughout the trip both my parents called me several times to check on me and keeping me company while I drove as I was very stressed out because I had a class to get to but I wouldn't make it due to all the traffic. ,I was really stressed out and close to having a breakdown while driving. I did cry when I was stuck in standstill traffic for about an hour with no signal as I felt really alone. I was also scared because I was alone and didn't know the roads and I had no signal so my maps would not route. ,My dad called me several times and tried to give me directions based on where he last saw my location. He told me what freeway signs to follow. My dad also helped me by helping me word an email to my TAs and professors explaining why I would not be in class. My dad was at work but he got permission to stay on the phone as long as I needed as he did not want to leave me alone. He  told me about his day and tried to cheer me up by telling me funny stories. My dad even said a prayer with me for safe driving to calm me down and get me back safely as she knew I was extremely tired. ,2,9999,Just my father,2,1,6,9,5,5,7,9,2,6,6,1,8,8,8,9,9,4,5,1,1,1,1,7,1,1,8,1,6,8,7,5,5,5,6,7,5,3,5,6,4,6,7,4,5,5,5,2,4,3,2,3,6,6,3,6,5,4,4,3,4,2,2,4,3,3,3,4,2,2,3,3,2,4,4,3,3,4,2,3,3,3,3,4,4,5,3,5,4,3,5,3,4,4,3,2,3,4,3,3,4,2,2,4,3,2,3,5,4,2,1,4,4,3,4,2,2,3,4,2,3,4,2,3,2,3,4,4,3,4,2,3,2,4,4,3,3,2,2,3,2,2,3,2,1,4,7,9,103,2,9999,1,9999,1,1,2,9999,6,9999,2,2,4,57789
3/7/22 22:54,3/7/22 23:31,0,100,2241,1,3/7/22 23:31,R_2EAkFPslVlOLqwK,anonymous,EN,I was upset because I was just feeling overwhelmed by all of the work and school that I am going to have to fully focus on for the next 2 weeks. ,"I felt overwhelmed, anxious, and bitter that I couldn't do what I would rather do short-term. I was feeling uneasy about the future, and impatient about what I have to do to get where I want long-term. ","My parents, specifically my mother, have helped me a lot with events like this that get me really anxious. As a preface, I am the kind of person that doesn't like to talk about myself and would rather not be the center of attention. However, whenever I am feeling like this, my mother does exactly what I need from her, and that's actively listen. My mom knows that part of my frustrations with stuff like this is looking too big picture, that if you think about the future too long and what you have to do you start to feel like you're drowning before you even start. What my mom does is listen to all the things that I am feeling stressed about, and tries to break it down into more steps, to focus me on what I should do now. She will say things to me sometimes like, 'even if you don't know all the details, you don't know all the things you have to get done, regardless of all that... you do know your next step, so take that'. ",1,9999,my brother,1,1,7,8,5,7,8,9,2,9,8,1,7,7,8,9,6,6,7,2,9,2,5,7,4,4,8,1,7,8,7,6,5,6,6,7,3,2,6,4,3,5,7,6,3,4,2,4,7,3,4,2,5,5,3,2,3,3,5,3,4,5,1,5,1,5,3,5,2,5,1,5,4,4,2,4,1,3,5,4,1,5,3,3,6,5,2,4,2,5,3,6,5,5,4,5,4,5,3,2,2,2,2,4,3,5,5,2,5,1,3,5,2,2,2,4,2,4,4,2,3,3,4,1,1,2,4,3,1,4,2,4,2,5,2,2,1,1,2,2,2,1,2,3,1,2,5,31,101,1,9999,1,9999,1,"3,5",1,9999,"1,2,3",9999,1,2,6,57347
3/7/22 23:28,3/7/22 23:32,0,100,234,1,3/7/22 23:32,R_R2jiq2auClG9eoN,anonymous,EN,I lost games,Sad,They were there to listen,2,9999,Little Sister,1,1,5,6,6,5,5,4,6,5,6,7,7,6,6,3,6,5,6,5,7,5,6,6,6,4,6,5,6,5,4,4,5,4,4,4,5,4,5,3,4,4,5,4,3,5,4,5,4,5,5,4,4,5,4,5,5,4,5,3,4,3,2,3,3,3,2,3,4,3,2,3,3,4,3,2,3,4,3,2,3,4,4,4,6,3,5,4,5,4,5,5,2,4,3,3,4,3,2,3,4,3,4,4,3,4,3,2,3,4,3,4,3,3,4,3,4,4,4,3,3,4,4,4,2,2,3,2,3,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3,4,5,2,10,104,1,9999,1,9999,1,1,2,9999,6,9999,2,1,2,57441
3/7/22 23:52,3/8/22 0:12,0,100,1204,1,3/8/22 0:12,R_2qr8UuZ0b5Fx2q1,anonymous,EN,I had a problem with my roommate who was doing multiple rude and malicious things toward me because he got into a fight with my boyfriend that did not involve me. We are all friends from high school with separate friendships with each other. ,"I was hurt that I was being treated so horribly for something that I was not a part of especially because we were all friends separately, and my boyfriend does not live with us. I felt like I was not valued as a friend and that I was not cared about. I felt disrespected and like I was being forced to both lose a friend and be the bigger person because he would not and our living situation became awkward. ","I called my mom to talk to her about it and basically ask if what I was feeling made sense, or if I was just overreacting. She told me that my feelings were valid and talked through each of them with me. ",1,9999,No one,2,1,9,7,1,9,7,9,1,9,9,1,9,9,9,9,9,3,8,1,8,1,5,7,3,5,9,1,7,4,7,6,6,5,6,7,2,1,6,2,3,6,7,7,1,1,1,5,6,3,2,3,2,7,2,3,1,3,3,5,3,4,4,4,3,4,2,4,1,2,5,2,2,3,4,3,5,2,5,4,2,4,2,5,6,7,2,5,4,5,5,2,4,5,5,3,4,2,2,4,2,2,2,4,3,2,5,2,2,2,5,5,3,2,3,5,3,5,2,5,2,2,3,1,1,2,4,4,4,4,2,5,1,5,2,4,1,1,2,3,1,1,2,5,2,4,2,3,102,3,9999,2,9999,2,5,2,9999,6,9999,1,1,8,58498
3/7/22 23:26,3/8/22 0:35,0,100,4128,1,3/8/22 0:35,R_3Huni94aRs1wphU,anonymous,EN,I had gotten some bad news from my doctors saying that I had a cyst on my left ovary and that I had to get surgery to get it removed. The cyst had caused me great agony for some time and when I finally went to the doctor I didn't expect it to be that serious. I thought I was just having really terrible cramps every time I had my period.,"When the doctors gave me that news I was overwhelmed and started overreacting. I didn't want surgery and I was very scared that I was going to die. I was going through an emotional rollercoaster. I knew that getting the surgery was the only way to stop the pain that I was in, although getting surgery also puts you in pain and a recovery process. I just wanted everything to go away.",My father urged me to get the surgery and gave me a pep talk before they took me into surgery. He got me thinking straight and on the positive side of the whole situation.,2,9999,no one else,1,2,1,7,6,8,9,7,3,3,8,3,5,8,3,5,8,8,3,3,8,6,3,3,7,1,3,7,7,3,6,6,4,6,6,3,2,6,2,6,6,3,2,3,6,4,6,1,2,7,1,4,6,4,7,7,2,2,1,4,3,2,2,3,3,2,2,2,3,3,4,3,2,2,2,3,4,2,4,3,4,2,3,2,5,2,6,2,7,4,1,7,4,5,2,2,4,5,2,2,5,4,4,2,2,2,4,2,5,2,2,5,2,3,3,2,2,5,3,2,2,2,3,3,2,5,4,4,3,2,4,2,5,2,3,4,2,3,2,4,2,2,4,3,4,4,3,31,104,2,9999,1,9999,2,2,1,9999,"1,2,3,4,6",9999,1,1,3,58490
3/8/22 9:11,3/8/22 9:26,0,100,909,1,3/8/22 9:26,R_24c5mS1rdEAX8na,anonymous,EN,Unsatisfied with grades in college ,frustration and anger,My Parents were extremely helpful and supportive. To solve this issue they helped me build a plan for the next couple of years. ,3,both,no one ,1,2,8,8,5,9,9,9,1,9,9,1,9,9,4,7,8,9,9,9,9,5,9,9,4,9,9,3,5,9,7,7,7,7,7,7,7,2,4,7,2,6,6,6,4,7,2,5,5,1,7,7,4,5,1,1,7,7,6,3,5,5,3,4,4,4,4,4,2,3,5,2,5,5,2,4,4,3,3,3,1,3,5,5,5,7,1,5,2,5,7,4,5,4,5,5,5,5,5,5,5,1,4,4,1,5,5,2,5,1,2,4,1,4,4,4,3,3,3,2,4,4,4,1,4,4,4,4,1,1,4,4,5,2,4,5,2,4,4,3,2,2,5,3,4,4,3,31,101,1,9999,1,9999,1,6,1,9999,3,9999,1,2,3,50882
3/8/22 13:04,3/8/22 13:28,0,100,1427,1,3/8/22 13:28,R_uvNupU6EDFlNDPj,anonymous,EN,I was upset because I was failing a class and thought my life was over. I was already upset over not feeling welcomed here and failing was the cherry on top.,I was feeling scared and sad. ,"They told me to calm down. She then briefly explained to me that if I really wanted to help improve my education, I could transfer. She told me the pros and cons to it. She suggested different ideas to what I could do.",1,9999,No one else.,3,1,6,9,4,8,6,4,1,5,6,1,6,3,2,5,7,5,6,1,5,6,1,4,6,1,4,8,5,5,5,3,5,4,4,6,7,1,5,1,4,4,4,5,2,5,4,2,2,1,4,6,4,5,1,4,5,6,4,4,5,4,4,4,4,5,4,3,4,4,4,2,2,2,5,5,5,3,4,2,3,3,4,4,4,5,5,3,3,3,3,5,4,4,5,5,5,5,5,4,3,2,2,3,3,4,3,2,3,1,3,3,4,4,4,3,2,2,4,3,5,5,5,5,5,5,3,5,5,1,4,3,5,2,5,5,5,4,5,5,4,5,5,2,4,4,10,21,104,2,9999,1,9999,1,3,2,9999,6,9999,2,1,5,57265
3/8/22 14:14,3/8/22 14:30,0,100,984,1,3/8/22 14:30,R_3iziEhZFqg0JBcz,anonymous,EN,"I was upset because my dad didn't let me choose the school that I wanted to go to, he picked it for me.","I was feeling upset, mad, and powerless because as an adult choosing a school that should be my decision not his.","My parent didn't do anything, I had to deal with my emotions myself, if anyone id be my mom.",1,9999,nobody,2,1,9,9,2,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,8,1,9,9,1,9,9,1,1,9,7,7,7,7,7,4,4,5,7,2,2,7,5,7,4,7,2,3,7,2,6,7,1,6,3,3,2,6,4,5,4,2,2,4,3,5,5,5,3,5,3,4,4,5,4,4,5,4,4,5,2,3,4,7,3,7,2,4,3,3,4,3,3,3,5,4,3,4,3,4,4,5,3,5,5,4,4,3,3,4,2,2,2,2,3,4,4,3,3,1,5,3,2,2,2,3,4,3,2,3,5,3,4,4,3,4,3,3,2,4,3,4,2,3,3,4,3,5,104,2,9999,1,9999,1,"2,7",2,9999,6,9999,2,2,1,57473
3/8/22 14:09,3/8/22 14:33,0,100,1444,1,3/8/22 14:33,R_32K0KmWQh9uOb8T,anonymous,EN,my roommate was annoying me,"annoyed, iritated","tried to reason w me, reminded me that it was only temporary ",1,9999,my father,3,1,1,9,1,6,8,9,5,9,8,2,8,7,6,8,6,4,6,2,7,2,5,9,6,2,8,2,8,8,6,7,6,6,5,5,5,3,5,3,2,7,5,6,5,6,2,4,6,4,5,2,2,3,3,2,3,5,4,5,4,4,3,3,3,3,2,4,3,3,2,4,3,4,3,3,3,5,2,4,3,3,2,7,7,7,1,6,1,7,7,3,4,4,3,3,3,4,2,2,3,3,3,3,4,3,4,4,3,3,4,4,3,3,3,3,3,4,3,4,4,4,4,2,3,2,2,3,2,2,3,4,3,4,4,4,2,3,4,3,3,2,3,3,3,3,3,29,104,2,9999,1,9999,1,"2,3",2,9999,6,9999,1,2,7,56112
3/8/22 14:24,3/8/22 14:34,0,100,592,1,3/8/22 14:34,R_3fVPYmEADqPzzPJ,anonymous,EN,I was really struggling in my physics class my junior year of highschool. ,"I was feeling a mix of anger, anxiousness, and sadness.",My dad tried to learn the concepts and sat with me and helped solve problems. He would stay up at night to try to help me.,2,9999,my mother,1,1,4,6,7,6,4,7,3,7,5,6,6,6,6,6,6,4,4,5,5,6,6,4,7,3,5,7,6,3,6,4,5,5,5,5,4,4,4,5,5,4,2,4,6,5,3,2,6,5,5,6,6,3,6,6,6,4,2,3,5,2,5,2,5,3,4,2,4,3,3,3,4,3,4,4,4,4,4,3,4,3,3,3,3,4,5,3,5,3,3,4,4,4,4,3,4,4,2,3,5,3,2,3,3,3,2,3,3,3,4,4,5,2,2,4,3,3,3,4,2,2,3,2,2,2,3,3,2,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,7,28,104,2,9999,1,9999,2,1,2,9999,6,9999,1,1,8,57368
3/8/22 14:31,3/8/22 14:44,0,100,742,1,3/8/22 14:44,R_1cSyK9nCei5o7Ue,anonymous,EN,Because I can't meet my parents when I study abroad now,anxious,Encourage me to face the dilemma alone,1,9999,father,3,1,6,6,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,4,5,4,4,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,5,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,12,22,100,1,9999,1,9999,2,1,1,9999,6,9999,2,1,6,58028
3/8/22 14:19,3/8/22 14:45,0,100,1523,1,3/8/22 14:45,R_3FPgd6iF3jxeCLg,anonymous,EN,I was upset about the possibility that I had not passed a class I had been taking that was vital to my transfer acceptance,"i felt anxious, worried, scared and also in a way regretful of how I handled the course.",She checked on me and reassured that I would do fine like I always do. she hugged and consoled me and reminded me that even if the outcome was not what I wanted that that would not be the final result for me. I could always try again.,1,9999,no one,1,1,8,7,1,9,9,9,1,9,9,1,9,7,7,9,7,9,9,1,9,1,9,9,1,9,9,1,7,9,6,6,6,7,7,7,5,1,7,1,2,7,7,6,1,1,1,6,7,1,6,1,1,5,1,1,1,6,6,5,3,4,1,5,1,4,1,5,1,5,1,5,2,5,1,5,1,4,3,5,1,5,1,7,7,7,1,7,1,7,7,2,2,5,5,3,4,4,2,5,4,2,2,5,2,2,5,2,3,2,4,5,1,2,2,5,3,5,2,5,2,2,2,1,1,1,5,2,2,4,2,5,1,5,1,3,1,1,2,2,1,1,4,5,1,2,3,19,102,2,9999,1,9999,1,2,1,9999,1,9999,1,1,3,58212
